순위	선수명	팀명	AVG	G	PA	AB	R	H	2B	3B	HR	TB	RBI	SAC	SF
15	이병규	LG	0.272	103	350	290	43	79	12	2	7	116	37	0	3
16	안익훈	LG	0.267	68	52	45	13	12	0	1	0	14	4	1	0
17	유강남	LG	0.266	100	297	263	28	70	7	0	8	101	47	4	6
18	임훈	LG	0.261	60	198	180	20	47	4	0	1	54	14	4	0
19	박재욱	LG	0.255	26	50	47	5	12	2	0	0	14	4	1	0
20	서상우	LG	0.252	56	137	111	18	28	5	0	4	45	12	0	0
21	정주현	LG	0.222	99	257	225	30	50	12	1	1	67	22	2	2
22	윤진호	LG	0.190	34	23	21	3	4	0	0	0	4	0	2	0
23	강승호	LG	0.184	18	41	38	4	7	3	0	0	10	3	0	1
24	정상호	LG	0.182	77	159	132	12	24	5	0	1	32	10	4	2
25	황목치승	LG	0.179	48	39	39	7	7	3	0	0	10	4	0	0
26	최경철	LG	0.156	29	52	45	3	7	2	0	0	9	2	2	0
27	장준원	LG	0.077	14	15	13	2	1	0	0	0	1	0	0	0
28	김대현	LG	-	1	0	0	0	0	0	0	0	0	0	0	0
28	김지성	LG	0.000	2	3	3	0	0	0	0	0	0	0	0	0
28	박성준	LG	0.000	1	1	1	0	0	0	0	0	0	0	0	0
1	김태진	NC	0.500	2	2	2	1	1	0	0	0	1	0	0	0
2	박광열	NC	0.400	13	15	15	0	6	0	0	0	6	0	0	0
3	박민우	NC	0.343	121	515	435	84	149	16	6	3	186	55	10	7
4	조영훈	NC	0.335	109	207	179	29	60	14	0	5	89	35	1	3
5	모창민	NC	0.331	63	147	133	16	44	8	0	5	67	20	1	3
6	테임즈	NC	0.321	123	529	436	118	140	30	3	40	296	121	0	7
7	나성범	NC	0.309	144	653	572	116	177	37	2	22	284	113	1	4
8	박석민	NC	0.307	126	506	427	77	131	20	0	32	247	104	2	4
9	손시헌	NC	0.305	110	403	341	36	104	21	2	5	144	39	10	1
10	이종욱	NC	0.305	134	517	453	73	138	24	4	5	185	57	4	5
11	이호준	NC	0.298	119	472	399	46	119	20	0	21	202	87	2	4
12	김종호	NC	0.295	93	137	122	26	36	2	0	0	38	7	1	0
13	이상호	NC	0.280	15	27	25	1	7	2	0	0	9	1	0	0
14	권희동	NC	0.268	14	47	41	4	11	0	0	1	14	9	0	0
15	김성욱	NC	0.265	130	348	306	60	81	15	1	15	143	51	7	2
16	김준완	NC	0.261	122	325	253	60	66	7	1	1	78	12	2	1
17	김태군	NC	0.232	134	395	340	37	79	15	0	1	97	30	20	4
18	지석훈	NC	0.219	141	394	351	34	77	14	0	9	118	54	6	6
19	용덕한	NC	0.212	88	116	104	16	22	3	0	2	31	7	2	1
20	도태훈	NC	0.167	6	7	6	1	1	0	0	0	1	0	0	0
20	조평호	NC	0.167	3	7	6	1	1	0	0	0	1	0	0	0
22	이재율	NC	0.154	32	13	13	9	2	0	0	0	2	0	0	0
23	강민국	NC	0.130	24	26	23	2	3	1	0	1	7	1	1	0
24	윤병호	NC	0.111	11	9	9	3	1	0	0	1	4	3	0	0
25	황윤호	NC	0.083	33	12	12	7	1	0	0	0	1	2	0	0
26	강구성	NC	0.000	2	3	3	0	0	0	0	0	0	0	0	0
26	구창모	NC	-	1	0	0	0	0	0	0	0	0	0	0	0
26	김선규	NC	-	1	0	0	0	0	0	0	0	0	0	0	0
26	김진성	NC	-	3	0	0	0	0	0	0	0	0	0	0	0
26	김학성	NC	-	1	0	0	0	0	0	0	0	0	0	0	0
1	조성모	SK	0.500	3	2	2	1	1	0	0	0	1	0	0	0
2	나주환	SK	0.386	24	65	57	13	22	2	0	5	39	12	3	0
3	김동엽	SK	0.336	57	150	143	19	48	8	0	6	74	23	0	1
4	최정민	SK	0.329	88	177	155	29	51	4	1	0	57	11	6	1
5	김재현	SK	0.321	100	193	168	27	54	5	5	1	72	18	8	1
6	김성현	SK	0.319	138	530	479	66	153	28	0	8	205	65	5	7
7	정의윤	SK	0.311	144	616	576	68	179	32	1	27	294	100	0	5
8	박재상	SK	0.298	94	288	255	37	76	14	1	6	110	35	4	2
9	김강민	SK	0.298	115	422	366	59	109	21	0	10	160	47	10	2
10	최정용	SK	0.296	48	61	54	10	16	1	1	0	19	2	4	0
11	이재원	SK	0.290	130	472	411	49	119	15	0	15	179	64	2	7
12	최정	SK	0.288	141	606	500	106	144	24	1	40	290	106	0	6
13	고메즈	SK	0.283	117	492	456	74	129	31	0	21	223	62	2	4
14	한동민	SK	0.278	6	20	18	3	5	0	0	0	5	0	0	0
15	박정권	SK	0.277	125	468	422	59	117	17	3	18	194	59	2	4
16	박승욱	SK	0.276	36	103	87	19	24	4	1	3	39	13	4	1
17	이명기	SK	0.272	99	326	287	29	78	7	4	1	96	22	10	2
18	최승준	SK	0.266	76	231	199	31	53	5	0	19	115	42	0	1
19	김민식	SK	0.257	88	170	144	17	37	9	0	2	52	14	3	0
20	조동화	SK	0.238	76	172	143	24	34	5	0	0	39	16	8	2
21	김기현	SK	0.188	14	17	16	3	3	1	0	0	4	0	0	0
22	이진석	SK	0.186	41	45	43	6	8	1	1	0	11	2	0	0
23	이현석	SK	0.182	11	11	11	1	2	0	0	0	2	0	0	0
23	임석진	SK	0.182	11	12	11	3	2	0	0	0	2	0	0	0
25	김승회	SK	-	1	0	0	0	0	0	0	0	0	0	0	0
25	김주한	SK	-	3	0	0	0	0	0	0	0	0	0	0	0
25	김태훈	SK	-	1	0	0	0	0	0	0	0	0	0	0	0
25	라라	SK	-	1	0	0	0	0	0	0	0	0	0	0	0
25	문광은	SK	-	1	0	0	0	0	0	0	0	0	0	0	0
25	박민호	SK	-	3	0	0	0	0	0	0	0	0	0	0	0
