순위	선수명	팀명	ERA	G	W	L	SV	HLD	WPCT	IP	H	HR	BB	HBP	SO	R	ER	WHIP
25	남호	두산	10.13	5	0	1	0	0	0.000	2 2/3	3	0	3	0	2	3	3	2.25
26	유재유	두산	10.80	4	0	0	0	0	-	3 1/3	4	2	5	0	1	4	4	2.70
26	이교훈	두산	10.80	11	0	0	0	0	-	8 1/3	13	2	3	1	8	10	10	1.92
28	조제영	두산	10.97	6	0	1	0	0	0.000	10 2/3	18	1	10	1	5	13	13	2.63
29	현도훈	두산	12.46	5	0	0	0	0	-	8 2/3	9	1	13	0	9	12	12	2.54
30	고봉재	두산	27.00	1	0	0	0	0	-	1 1/3	5	1	0	0	0	4	4	3.75
1	강태율	롯데	0.00	1	0	0	0	0	-	1/3	2	0	0	0	0	0	0	6.00
1	김민수	롯데	0.00	1	0	0	0	0	-	1	0	0	1	0	1	0	0	1.00
1	박선우	롯데	0.00	1	0	0	0	0	-	2	1	0	0	2	1	0	0	0.50
1	배성근	롯데	0.00	2	0	0	0	0	-	2	2	0	1	0	1	0	0	1.50
1	윤성빈	롯데	0.00	1	0	0	0	0	-	1	0	0	1	0	0	0	0	1.00
1	추재현	롯데	0.00	1	0	0	0	0	-	1	0	0	2	0	0	0	0	2.00
7	최준용	롯데	2.85	44	4	2	1	20	0.667	47 1/3	41	6	16	1	45	16	15	1.20
8	김원중	롯데	3.59	61	4	4	35	0	0.500	62 2/3	50	6	28	3	64	26	25	1.24
9	박세웅	롯데	3.98	28	10	9	0	0	0.526	163	141	20	53	10	125	75	72	1.19
10	스트레일리	롯데	4.07	31	10	12	0	0	0.455	165 2/3	162	12	67	7	164	85	75	1.38
11	이인복	롯데	4.11	25	3	0	0	1	1.000	61 1/3	75	5	14	5	45	31	28	1.45
12	구승민	롯데	4.33	68	6	5	0	20	0.545	62 1/3	47	5	31	4	65	30	30	1.25
13	진명호	롯데	4.81	33	2	2	0	3	0.500	24 1/3	20	3	14	2	24	14	13	1.40
14	김대우	롯데	5.09	39	2	2	0	9	0.500	35 1/3	32	4	24	4	31	22	20	1.58
15	프랑코	롯데	5.40	37	9	8	0	1	0.529	150	147	20	75	20	124	97	90	1.48
16	이승헌	롯데	5.77	16	0	3	0	0	0.000	57 2/3	65	2	43	7	31	39	37	1.87
17	김도규	롯데	5.79	43	2	1	0	5	0.667	42	41	3	22	0	39	28	27	1.50
18	최영환	롯데	6.20	20	1	2	0	0	0.333	40 2/3	45	4	24	2	28	30	28	1.70
19	김진욱	롯데	6.31	39	4	6	0	8	0.400	45 2/3	42	3	49	3	45	32	32	1.99
20	나균안	롯데	6.41	23	1	2	1	1	0.333	46 1/3	62	4	24	0	27	36	33	1.86
21	김건국	롯데	6.55	13	0	0	0	0	-	22	27	3	14	0	17	16	16	1.86
22	오현택	롯데	6.61	20	0	1	0	1	0.000	16 1/3	28	2	8	1	8	13	12	2.20
23	강동호	롯데	6.75	1	0	0	0	0	-	1 1/3	1	0	1	1	1	1	1	1.50
24	김유영	롯데	7.23	26	1	0	0	0	1.000	18 2/3	21	1	14	2	17	16	15	1.88
25	서준원	롯데	7.33	26	1	3	0	3	0.250	54	72	5	29	2	37	46	44	1.87
26	노경은	롯데	7.35	14	3	5	0	0	0.375	56 1/3	79	11	24	4	35	50	46	1.83
27	박진형	롯데	7.88	22	2	1	0	0	0.667	16	25	1	10	0	23	14	14	2.19
28	정성종	롯데	8.25	12	0	0	0	0	-	12	19	2	8	1	4	12	11	2.25
29	강윤구	롯데	8.44	22	0	1	0	3	0.000	16	21	3	14	1	15	15	15	2.19
30	정우준	롯데	9.53	6	0	0	0	0	-	5 2/3	6	1	5	2	4	6	6	1.94
1	오승환	삼성	2.03	64	0	2	44	0	0.000	62	56	3	16	2	57	17	14	1.16
2	백정현	삼성	2.63	27	14	5	0	0	0.737	157 2/3	142	15	54	2	109	54	46	1.24
3	원태인	삼성	3.06	26	14	7	0	0	0.667	158 2/3	147	11	51	5	129	59	54	1.25
4	뷰캐넌	삼성	3.10	30	16	5	0	0	0.762	177	173	13	59	2	162	71	61	1.31
5	우규민	삼성	3.31	60	3	3	2	24	0.500	49	58	5	9	2	35	22	18	1.37
6	홍정우	삼성	3.45	15	2	0	0	0	1.000	15 2/3	14	3	4	0	12	6	6	1.15
7	라이블리	삼성	4.05	6	0	1	0	0	0.000	33 1/3	23	4	13	5	38	16	15	1.08
8	문용익	삼성	4.50	22	2	0	0	2	1.000	22	21	3	10	1	19	11	11	1.41
8	이재익	삼성	4.50	11	2	0	0	0	1.000	10	11	1	12	0	5	6	5	2.30
10	최채흥	삼성	4.56	26	5	9	0	2	0.357	122 1/3	143	16	37	2	82	66	62	1.47
11	노성호	삼성	4.74	16	0	2	0	1	0.000	19	10	2	14	1	19	10	10	1.26
12	이상민	삼성	4.74	30	1	1	0	3	0.500	24 2/3	28	2	14	0	14	15	13	1.70
13	최지광	삼성	4.91	60	7	1	0	14	0.875	51 1/3	53	5	27	2	49	30	28	1.56
14	심창민	삼성	5.08	59	3	2	0	16	0.600	51 1/3	47	8	32	6	58	32	29	1.54
15	이승현	삼성	5.26	41	1	4	0	7	0.200	39 1/3	35	3	23	3	46	24	23	1.47
16	몽고메리	삼성	5.37	11	2	5	0	0	0.286	52	46	3	38	4	55	33	31	1.62
17	이재희	삼성	5.40	5	0	1	0	0	0.000	21 2/3	24	2	10	0	17	13	13	1.57
18	김대우	삼성	6.35	31	0	2	0	1	0.000	51	68	7	15	2	27	39	36	1.63
19	임현준	삼성	6.55	27	1	2	0	5	0.333	11	11	0	7	4	8	8	8	1.64
20	양창섭	삼성	6.60	9	1	1	0	1	0.500	15	21	3	8	0	13	11	11	1.93
21	김윤수	삼성	6.63	20	0	0	0	1	-	19	25	2	17	1	25	18	14	2.21
22	장필준	삼성	7.27	41	0	0	0	2	-	34 2/3	46	4	27	1	24	30	28	2.11
23	이승민	삼성	8.58	11	1	4	0	0	0.200	35 2/3	50	6	18	3	22	34	34	1.91
24	박세웅	삼성	9.00	4	0	0	0	0	-	3	5	1	3	1	2	4	3	2.67
25	이승현	삼성	9.53	21	1	1	0	1	0.500	17	30	6	8	0	7	18	18	2.24
26	허윤동	삼성	12.27	1	0	1	0	0	0.000	3 2/3	8	1	1	1	3	6	5	2.45
27	구준범	삼성	22.50	1	0	0	0	0	-	2	2	2	3	1	1	5	5	2.50
1	김인범	키움	0.00	3	0	0	0	0	-	5 1/3	3	0	1	0	5	0	0	0.75
1	조영건	키움	0.00	1	0	0	0	0	-	1	1	0	2	0	3	0	0	3.00
3	윤정현	키움	1.46	10	0	0	0	1	-	12 1/3	11	0	5	1	7	2	2	1.30
4	요키시	키움	2.93	31	16	9	0	0	0.640	181 1/3	171	12	46	4	131	71	59	1.20
5	브리검	키움	2.95	10	7	3	0	0	0.700	61	49	6	26	4	49	25	20	1.23
6	김준형	키움	3.14	14	0	0	0	0	-	14 1/3	15	2	7	3	8	6	5	1.53
7	김태훈	키움	3.22	66	4	2	11	15	0.667	64 1/3	60	1	33	1	52	26	23	1.45
8	안우진	키움	3.26	21	8	8	0	0	0.500	107 2/3	88	13	41	7	110	47	39	1.20
9	김성민	키움	3.28	47	2	3	1	11	0.400	46 2/3	43	4	35	6	36	21	17	1.67
10	조상우	키움	3.48	44	6	5	15	5	0.545	44	30	4	19	2	47	18	17	1.11
11	김재웅	키움	3.54	51	0	1	1	11	0.000	53 1/3	49	5	33	1	47	24	21	1.54
12	한현희	키움	3.89	18	6	2	0	1	0.750	85 2/3	86	4	30	6	61	42	37	1.35
13	정찬헌	키움	4.01	23	9	5	0	0	0.643	114 1/3	133	6	27	6	59	55	51	1.40
14	박승주	키움	4.15	3	0	0	0	0	-	4 1/3	3	0	3	0	1	2	2	1.38
15	최원태	키움	4.58	28	9	11	0	0	0.450	143 1/3	163	11	53	10	93	89	73	1.51
16	양현	키움	4.69	45	1	2	0	5	0.333	48	59	3	26	1	22	31	25	1.77
17	박주성	키움	4.91	13	0	1	0	0	0.000	18 1/3	24	1	9	2	12	11	10	1.80
18	김동혁	키움	5.05	40	0	5	1	0	0.000	82	89	5	34	14	30	51	46	1.50
19	김성진	키움	5.18	46	1	3	0	2	0.250	41 2/3	40	4	23	0	31	30	24	1.51
20	문성현	키움	5.40	4	0	0	0	0	-	3 1/3	3	0	6	0	3	2	2	2.70
21	이승호	키움	5.51	38	1	3	0	5	0.250	47 1/3	55	4	31	1	37	39	29	1.82
22	스미스	키움	6.30	2	1	0	0	0	1.000	10	9	1	5	0	5	7	7	1.40
23	김선기	키움	6.52	21	3	2	0	0	0.600	48 1/3	53	5	22	7	25	38	35	1.55
24	김정인	키움	7.11	11	1	2	0	0	0.333	31 2/3	34	6	18	2	21	26	25	1.64
25	김동욱	키움	9.00	3	0	0	0	0	-	3	7	2	1	0	2	3	3	2.67
26	장재영	키움	9.17	19	0	1	0	0	0.000	17 2/3	15	0	24	3	14	18	18	2.21
27	오주원	키움	9.31	22	1	1	1	0	0.500	19 1/3	35	3	4	0	11	20	20	2.02
28	임규빈	키움	10.38	5	0	0	0	0	-	8 2/3	13	3	4	0	6	10	10	1.96
29	이종민	키움	23.14	2	0	0	0	0	-	2 1/3	4	1	7	0	3	6	6	4.71
30	박관진	키움	81.00	2	0	0	0	0	-	2/3	5	0	3	1	0	9	6	12.00
1	문동욱	한화	0.00	1	0	0	0	0	-	1 1/3	1	0	1	0	2	0	0	1.50
1	신지후	한화	0.00	2	0	0	0	0	-	1/3	0	0	1	0	0	2	0	3.00
1	정진호	한화	0.00	3	0	0	0	0	-	1 2/3	1	0	1	0	0	0	0	1.20
4	강재민	한화	2.13	58	2	1	5	13	0.667	63 1/3	51	2	26	5	55	16	15	1.22
5	장민재	한화	2.76	12	0	2	0	0	0.000	29 1/3	34	4	8	0	13	17	9	1.43
6	킹험	한화	3.19	25	10	8	0	0	0.556	144	117	11	41	5	131	58	51	1.10
7	송윤준	한화	3.55	17	0	0	0	2	-	12 2/3	12	1	6	2	8	5	5	1.42
8	주현상	한화	3.58	43	2	2	0	4	0.500	50 1/3	46	6	21	1	33	21	20	1.33
9	김진영	한화	3.93	20	0	1	0	1	0.000	18 1/3	16	2	14	0	8	8	8	1.64
10	윤대경	한화	3.94	43	2	5	0	7	0.286	77 2/3	73	8	34	6	54	35	34	1.38
11	카펜터	한화	3.97	31	5	12	0	0	0.294	170	150	16	72	19	179	90	75	1.31
12	김민우	한화	4.00	29	14	10	0	0	0.583	155 1/3	131	15	76	7	125	71	69	1.33
13	배동현	한화	4.50	20	1	3	0	0	0.250	38	34	3	25	4	26	21	19	1.55
14	윤호솔	한화	4.62	55	3	0	0	8	1.000	48 2/3	41	7	30	3	42	29	25	1.46
15	김기중	한화	4.70	15	2	4	0	0	0.333	53 2/3	63	4	36	4	36	32	28	1.84
16	김종수	한화	4.82	49	1	1	0	6	0.500	46 2/3	34	7	32	3	38	29	25	1.41
16	정인욱	한화	4.82	8	0	0	0	0	-	9 1/3	6	2	10	0	6	6	5	1.71
18	김범수	한화	5.22	56	4	9	1	9	0.308	70 2/3	68	2	42	2	70	44	41	1.56
19	오동욱	한화	5.40	34	0	1	0	2	0.000	25	21	3	16	5	13	17	15	1.48
20	황영국	한화	5.52	18	0	2	0	2	0.000	14 2/3	16	0	10	1	15	10	9	1.77
21	정우람	한화	5.64	50	1	4	15	1	0.200	44 2/3	47	5	20	5	32	29	28	1.50
22	김기탁	한화	5.84	19	0	0	0	4	-	12 1/3	14	0	7	1	12	10	8	1.70
23	윤산흠	한화	6.00	5	0	0	0	0	-	3	7	0	2	2	2	2	2	3.00
24	장시환	한화	7.04	19	0	11	0	1	0.000	69	87	4	48	6	47	62	54	1.96
25	남지민	한화	7.36	3	0	1	0	0	0.000	7 1/3	9	1	7	3	3	6	6	2.18
26	김이환	한화	7.62	14	0	1	0	0	0.000	26	32	2	22	4	13	22	22	2.08
27	이충호	한화	7.71	17	1	0	0	0	1.000	16 1/3	20	1	13	3	11	17	14	2.02
28	신정락	한화	8.55	20	0	2	0	2	0.000	20	25	3	15	3	14	24	19	2.00
29	장웅정	한화	9.82	4	0	0	0	0	-	7 1/3	15	4	2	0	4	8	8	2.32
30	서균	한화	10.80	3	0	0	0	0	-	1 2/3	2	0	0	2	0	2	2	1.20
1	박건우	KIA	0.00	3	0	0	0	0	-	3	2	0	1	1	3	0	0	1.00
1	최정용	KIA	0.00	1	0	0	0	0	-	1/3	1	0	0	0	0	0	0	3.00
1	황윤호	KIA	0.00	1	0	0	0	0	-	2/3	2	0	0	0	0	1	0	3.00
4	정해영	KIA	2.20	64	5	4	34	0	0.556	65 1/3	49	5	28	4	49	18	16	1.18
5	장지수	KIA	3.14	9	0	0	0	0	-	14 1/3	9	1	13	3	5	6	5	1.53
6	장현식	KIA	3.29	69	1	5	1	34	0.167	76 2/3	67	7	42	3	80	28	28	1.42
7	브룩스	KIA	3.35	13	3	5	0	0	0.375	78	93	4	16	1	55	34	29	1.40
8	전상현	KIA	3.46	15	1	0	0	7	1.000	13	15	1	6	0	8	6	5	1.62
9	장민기	KIA	3.47	21	2	1	0	2	0.667	23 1/3	13	1	29	4	22	11	9	1.80
10	멩덴	KIA	3.60	21	8	3	0	0	0.727	120	109	12	35	8	104	53	48	1.20
11	이의리	KIA	3.61	19	4	5	0	0	0.444	94 2/3	69	6	56	2	93	42	38	1.32
12	김재열	KIA	3.86	24	1	0	0	0	1.000	32 2/3	28	4	18	4	18	18	14	1.41
13	윤중현	KIA	3.92	30	5	6	0	2	0.455	82 2/3	91	7	31	14	33	44	36	1.48
14	한승혁	KIA	4.56	8	0	3	0	0	0.000	23 2/3	25	0	10	2	17	15	12	1.48
15	홍상삼	KIA	4.75	49	4	1	0	12	0.800	36	33	6	19	3	33	19	19	1.44
16	임기영	KIA	4.88	28	8	8	0	0	0.500	153	155	15	45	11	129	85	83	1.31
17	다카하시	KIA	4.91	7	1	3	0	0	0.250	36 2/3	46	4	12	4	46	22	20	1.58
18	김현준	KIA	5.49	19	0	1	0	2	0.000	19 2/3	15	4	12	0	19	13	12	1.37
19	이준영	KIA	5.55	50	3	2	1	9	0.600	35 2/3	30	3	19	0	26	25	22	1.37
20	고영창	KIA	5.79	24	0	2	0	6	0.000	23 1/3	30	0	10	2	6	19	15	1.71
21	박준표	KIA	5.91	32	2	4	0	4	0.333	32	42	3	17	9	18	24	21	1.84
22	박진태	KIA	5.95	59	3	3	0	9	0.500	65	68	6	36	13	45	44	43	1.60
23	서덕원	KIA	7.44	24	1	0	0	1	1.000	32 2/3	36	7	14	0	24	28	27	1.53
24	이승재	KIA	7.50	25	2	1	0	5	0.667	24	26	5	18	3	17	20	20	1.83
25	차명진	KIA	7.59	4	0	1	0	0	0.000	10 2/3	12	1	13	1	6	9	9	2.34
26	김유신	KIA	7.62	15	2	6	0	0	0.250	54 1/3	63	11	35	2	29	47	46	1.80
27	김현수	KIA	7.88	17	1	4	0	0	0.200	45 2/3	57	8	36	3	27	43	40	2.04
28	이민우	KIA	8.05	16	1	6	0	0	0.143	57	78	8	31	5	28	53	51	1.91
29	최용준	KIA	14.21	3	0	1	0	0	0.000	6 1/3	11	3	7	1	6	10	10	2.84
30	남재현	KIA	14.63	5	0	1	0	1	0.000	8	10	2	10	0	5	13	13	
1	오윤석	KT	0.00	1	0	0	0	0	-	2/3	0	0	0	0	0	0	0	0.00
1	지명성	KT	0.00	3	1	0	0	0	1.000	4	1	0	1	1	4	1	0	0.50
3	박시영	KT	2.40	48	3	3	0	12	0.500	45	30	4	15	1	51	16	12	1.00
4	김재윤	KT	2.42	65	4	3	32	0	0.571	67	57	5	24	0	64	19	18	1.21
5	조현우	KT	2.61	49	0	0	0	6	-	31	26	0	7	1	13	10	9	1.06
6	이창재	KT	2.70	32	2	0	0	0	1.000	26 2/3	22	0	10	0	19	8	8	1.20
7	심재민	KT	2.89	28	0	1	0	1	0.000	46 2/3	41	4	11	0	35	15	15	1.11
8	고영표	KT	2.92	26	11	6	0	1	0.647	166 2/3	147	9	27	14	130	59	54	1.04
9	김민수	KT	2.95	56	4	2	0	11	0.667	58	56	2	24	3	55	25	19	1.38
10	주권	KT	3.31	62	3	4	0	27	0.429	49	48	3	19	1	19	19	18	1.37
11	전유수	KT	3.38	11	1	0	0	0	1.000	10 2/3	9	1	6	0	9	6	4	1.41
12	데스파이네	KT	3.39	33	13	10	0	0	0.565	188 2/3	175	10	78	7	165	81	71	1.34
13	이대은	KT	3.48	31	3	2	1	9	0.600	31	27	4	11	1	22	15	12	1.23
14	배제성	KT	3.68	26	9	10	0	0	0.474	141 2/3	126	6	82	1	136	67	58	1.47
15	안영명	KT	4.08	35	0	1	0	4	0.000	35 1/3	24	2	11	1	32	17	16	0.99
16	엄상백	KT	4.10	10	4	1	0	0	0.800	52 2/3	41	7	28	3	45	24	24	1.31
17	쿠에바스	KT	4.12	23	9	5	0	0	0.643	133 1/3	131	11	51	3	137	68	61	1.37
18	소형준	KT	4.16	24	7	7	0	0	0.500	119	123	6	51	4	85	67	55	1.46
19	유원상	KT	6.08	11	1	1	0	1	0.500	13 1/3	15	0	7	0	13	10	9	1.65
20	하준호	KT	6.75	10	0	0	0	0	-	12	16	2	6	0	10	10	9	1.83
21	이상동	KT	8.53	6	0	1	0	1	0.000	6 1/3	7	0	3	0	5	6	6	1.58
22	이정현	KT	9.35	2	0	1	0	0	0.000	8 2/3	12	3	5	0	1	9	9	1.96
23	이보근	KT	15.55	16	0	1	0	1	0.000	11	28	4	7	0	9	20	19	3.18
24	한차현	KT	19.64	3	0	0	0	0	-	3 2/3	10	3	2	0	3	8	8	3.27
1	김지용	LG	0.00	3	0	0	0	0	-	4	2	0	1	1	5	0	0	0.75
2	김대유	LG	2.13	64	4	1	0	24	0.800	50 2/3	32	2	15	9	56	13	12	0.93
3	백승현	LG	2.16	16	0	0	0	1	-	16 2/3	13	0	4	2	10	4	4	1.02
4	고우석	LG	2.17	63	1	5	30	0	0.167	58	47	3	23	3	68	15	14	1.21
5	수아레즈	LG	2.18	23	10	2	0	0	0.833	115 1/3	91	4	41	4	126	33	28	1.14
6	정우영	LG	2.22	70	7	3	2	27	0.700	65	43	0	26	8	41	16	16	1.06
7	최성훈	LG	2.43	46	1	1	0	3	0.500	40 2/3	40	2	19	1	33	14	11	1.45
8	진해수	LG	2.44	50	1	0	0	5	1.000	44 1/3	41	2	18	3	39	17	12	1.33
9	이정용	LG	2.97	66	3	3	0	15	0.500	69 2/3	55	4	23	1	74	25	23	1.12
10	채지선	LG	3.12	14	0	0	0	0	-	17 1/3	15	0	20	0	18	8	6	2.02
11	임준형	LG	3.13	6	1	0	0	0	1.000	23	24	0	4	3	21	8	8	1.22
12	켈리	LG	3.15	30	13	8	0	0	0.619	177	160	12	60	11	142	64	62	1.24
13	고효준	LG	3.86	3	0	0	0	0	-	2 1/3	3	0	0	0	1	1	1	1.29
13	김진수	LG	3.86	3	0	0	0	0	-	2 1/3	2	0	0	0	2	1	1	0.86
15	임찬규	LG	3.87	17	1	8	0	0	0.111	90 2/3	76	7	41	3	67	45	39	1.29
16	송은범	LG	4.10	35	2	2	0	4	0.500	37 1/3	34	1	13	2	19	18	17	1.26
17	배재준	LG	4.13	15	2	2	0	0	0.500	32 2/3	42	1	13	3	23	17	15	1.68
18	함덕주	LG	4.29	16	1	2	0	1	0.333	21	20	2	13	3	18	11	10	1.57
19	이민호	LG	4.30	25	8	9	0	0	0.471	115	89	13	45	14	100	58	55	1.17
20	이상영	LG	4.32	21	1	1	0	0	0.500	50	48	7	32	8	30	28	24	1.60
21	김윤식	LG	4.46	35	7	4	0	1	0.636	66 2/3	65	3	36	6	56	37	33	1.52
22	차우찬	LG	5.24	5	2	1	0	0	0.667	22 1/3	16	2	13	3	12	14	13	1.30
23	이우찬	LG	5.56	15	0	1	0	0	0.000	34	36	3	25	1	27	25	21	1.79
24	류원석	LG	6.00	6	0	0	0	0	-	6	1	0	9	1	8	4	4	1.67
25	오석주	LG	6.48	9	0	0	0	0	-	8 1/3	9	0	6	0	7	6	6	1.80
26	손주영	LG	8.44	7	1	3	0	0	0.250	26 2/3	31	4	20	1	21	25	25	1.91
27	이상규	LG	9.00	7	0	0	0	0	-	6	8	1	2	1	4	6	6	1.67
28	최동환	LG	9.53	8	0	0	0	0	-	5 2/3	6	0	4	2	2	6	6	1.76
29	김대현	LG	12.27	4	0	0	0	0	-	3 2/3	7	2	3	1	4	8	5	2.73
30	이찬혁	LG	18.00	1	0	0	0	0	-	1	1	0	2	0	2	2	2	3.00
1	박진우	NC	1.64	9	0	0	0	1	-	11	6	0	5	1	12	2	2	1.00
2	류진욱	NC	2.08	44	1	0	1	7	1.000	43 1/3	40	2	22	0	31	15	10	1.43
3	이용찬	NC	2.19	39	1	3	16	3	0.250	37	27	2	11	1	35	11	9	1.03
4	루친스키	NC	3.17	30	15	10	0	0	0.600	178 2/3	160	12	55	10	177	76	63	1.20
5	파슨스	NC	3.72	24	4	8	0	0	0.333	133	109	9	63	11	148	56	55	1.29
6	임창민	NC	3.79	46	0	3	0	17	0.000	40 1/3	35	2	20	4	29	23	17	1.36
7	노시훈	NC	3.86	5	0	0	0	0	-	4 2/3	4	1	4	0	2	2	2	1.71
8	홍성민	NC	3.92	53	3	4	0	14	0.429	41 1/3	53	3	12	2	26	19	18	1.57
9	임정호	NC	4.15	60	0	4	0	12	0.000	34 2/3	37	2	25	3	24	20	16	1.79
10	원종현	NC	4.25	61	2	2	14	6	0.500	53	67	5	23	3	45	27	25	1.70
11	신민혁	NC	4.41	30	9	6	0	0	0.600	145	155	17	44	5	107	75	71	1.37
12	최금강	NC	4.50	20	2	1	1	0	0.667	28	29	4	17	2	25	14	14	1.64
13	김태경	NC	4.80	7	0	0	0	0	-	15	11	1	9	1	10	8	8	1.33
14	문경찬	NC	4.94	35	0	1	0	4	0.000	31	25	6	20	0	25	20	17	1.45
15	배민서	NC	4.95	32	1	0	0	0	1.000	40	51	3	17	4	23	26	22	1.70
16	이재학	NC	5.20	17	6	6	0	0	0.500	83	74	14	52	6	65	50	48	1.52
17	김영규	NC	5.37	37	5	3	0	6	0.625	63 2/3	69	10	28	1	42	40	38	1.52
18	김건태	NC	5.40	6	0	0	0	0	-	6 2/3	2	1	7	0	5	4	4	1.35
18	안인산	NC	5.40	7	0	0	0	0	-	6 2/3	3	0	7	3	9	5	4	1.50
20	이우석	NC	5.59	10	1	0	0	0	1.000	9 2/3	13	1	7	3	8	6	6	2.07
21	강태경	NC	5.68	3	0	1	0	0	0.000	12 2/3	13	2	10	2	10	8	8	1.82
22	송명기	NC	5.91	24	8	9	0	0	0.471	123 1/3	147	12	58	9	102	83	81	1.66
23	손정욱	NC	6.57	15	1	0	0	0	1.000	12 1/3	17	1	7	0	8	9	9	1.95
24	소이현	NC	6.75	10	0	0	0	0	-	10 2/3	13	1	12	0	10	12	8	2.34
24	이승헌	NC	6.75	5	0	0	0	0	-	5 1/3	9	0	1	0	7	5	4	1.88
26	김진성	NC	7.17	42	2	4	1	9	0.333	37 2/3	43	7	18	1	37	34	30	1.62
27	강동연	NC	7.83	12	3	2	0	1	0.600	23	25	4	14	0	14	21	20	1.70
28	김태현	NC	11.81	6	0	0	0	0	-	5 1/3	5	0	7	4	3	8	7	2.25
29	이용준	NC	21.60	2	0	0	0	0	-	1 2/3	3	0	4	0	1	4	4	4.20
30	김진호	NC	27.00	1	0	1	0	0	0.000	1	2	0	3	0	1	3	3	5.0
1	김주온	SSG	0.00	2	0	0	0	0	-	2	1	0	2	1	3	0	0	1.50
1	정동윤	SSG	0.00	1	0	0	0	0	-	2	1	0	1	0	0	0	0	1.00
3	김택형	SSG	2.39	59	5	1	7	4	0.833	75 1/3	61	3	42	3	62	23	20	1.37
4	박종훈	SSG	2.82	9	4	2	0	0	0.667	54 1/3	40	2	17	7	41	19	17	1.05
5	문승원	SSG	2.86	9	2	2	0	0	0.500	50 1/3	42	1	18	2	32	20	16	1.19
6	서진용	SSG	3.34	65	7	5	9	3	0.583	67 1/3	57	9	43	0	62	28	25	1.49
7	폰트	SSG	3.46	25	8	5	0	0	0.615	145 2/3	114	12	45	6	157	66	56	1.09
8	박민호	SSG	3.73	40	4	0	0	5	1.000	41	45	3	11	4	19	18	17	1.37
9	르위키	SSG	3.77	4	1	0	0	0	1.000	14 1/3	15	2	2	0	9	6	6	1.19
10	장지훈	SSG	3.92	60	2	5	1	10	0.286	80 1/3	84	6	19	4	51	40	35	1.28
11	하재훈	SSG	4.00	18	1	0	0	2	1.000	18	16	1	16	3	8	8	8	1.78
12	신재웅	SSG	4.32	8	0	0	0	0	-	8 1/3	6	0	5	0	9	4	4	1.32
13	김건우	SSG	4.91	6	0	1	0	0	0.000	11	8	1	12	0	7	7	6	1.82
14	김태훈	SSG	4.97	65	2	4	1	16	0.333	58	55	7	38	10	49	35	32	1.60
15	김상수	SSG	5.09	50	4	3	6	5	0.571	58 1/3	71	10	30	1	44	33	33	1.73
16	서동민	SSG	5.13	20	0	0	0	0	-	26 1/3	27	5	17	1	24	15	15	1.67
17	조영우	SSG	5.67	30	4	8	1	0	0.333	66 2/3	74	10	26	0	48	46	42	1.50
18	신재영	SSG	5.72	20	0	0	0	0	-	28 1/3	35	3	2	4	27	18	18	1.31
